,CONDITION_CONCEPT_ID,CONDITION_CONCEPT_NAME,FREQ
2141,4049367,Psychologic conversion disorder,533
2142,4002956,Metatarsalgia,533
2143,43530744,Weakness of face muscles as sequela of stroke,533
2144,81942,Enthesopathy of ankle AND/OR tarsus,531
2145,374377,Paralytic syndrome,531
2146,440930,Adverse effect of radiation therapy,530
2147,4015216,Strain of long head of biceps,529
2148,40491961,Sepsis due to Pseudomonas,528
2149,40482784,Malignant neoplasm of skeletal system,528
2150,81144,Sprain of medial collateral ligament of knee,527
2151,4263748,Recurrent major depression in full remission,527
2152,4190307,Inflammatory disease of the central nervous system,527
2153,200054,Primary malignant neoplasm of ureter,527
2154,380111,Acute atopic conjunctivitis,525
2155,4197477,"Localized, primary osteoarthritis of elbow",525
2156,4241033,Acute abdomen,525
2157,142026,Disorder of cardiovascular prostheses and implants,525
2158,30679,Benign neoplasm of major salivary gland,524
2159,198988,Primary malignant neoplasm of pelvis,523
2160,261255,Benign neoplasm of bronchus and lung,521
2161,194992,Celiac disease,521
2162,434926,Iridocyclitis,520
2163,4170421,Gastrointestinal stromal tumor,520
2164,436278,Contusion of thigh,520
2165,439254,"Bipolar affective disorder, current episode depression",519
2166,4243575,Benign neoplasm of rectosigmoid junction,519
2167,4029926,Ischemic ulcer,519
2168,134398,Periodontal disease,519
2169,197603,Intestinal volvulus,518
2170,4247836,Primary malignant neoplasm of major salivary gland,518
2171,375077,Neglect of one side of body,518
2172,4009619,Bursitis of knee,518
2173,78237,Bicipital tenosynovitis,517
2174,432295,Pernicious anemia,517
2175,4347178,Enthesopathy of foot region,516
2176,135473,Dermatophytosis,515
2177,4171912,Abnormal cytological finding in specimen from female genital organ,515
2178,133002,Acute osteomyelitis,515
2179,4108234,Multiple valve disease,514
2180,194684,Crohn's disease of large bowel,513
2181,45768449,Hypertensive crisis,513
2182,139757,Malignant melanoma of skin of lower limb,513
2183,318521,Displacement of thoracic intervertebral disc without myelopathy,513
2184,4054067,Open wound of foot,512
2185,437818,"Hodgkin's disease of lymph nodes of head, face AND/OR neck",512
2186,4047791,Abnormal body temperature,511
2187,4067774,Idiopathic aseptic necrosis of bone,511
2188,4113129,"Benign tumor of soft tissue of head, face and neck",510
2189,438367,Primary malignant neoplasm of nasal cavity,510
2190,4141454,Recurrent major depression in partial remission,509
2191,192683,Uterovaginal prolapse,509
2192,4040380,Mycosis fungoides,508
2193,4138403,Polyp of nasal sinus,508
2194,4167696,Estrogen receptor positive tumor,508
2195,79833,Ménière's disease,507
2196,432923,Subarachnoid hemorrhage,507
2197,195212,Hypercortisolism,507
2198,134735,Chronic osteomyelitis,507
2199,4134862,Familial hypercholesterolemia,507
2200,75091,Closed fracture of carpal bone,507
2201,37016338,Hematuria co-occurrent and due to cystitis,506
2202,376946,Senile dementia with delirium,505
2203,72715,Exostosis,504
2204,4312493,Corneal abrasion,504
2205,4335891,Injury of conjunctiva,504
2206,80004,Injury of hand,503
2207,378135,Facial nerve disorder,503
2208,4144911,Stoma malfunction,503
2209,376125,Disorder of eyelid,502
2210,4173734,Acute pansinusitis,502
2211,377845,Anoxic encephalopathy,502
2212,193422,Primary malignant neoplasm of body of stomach,501
2213,4131908,Peripheral angiopathy due to diabetes mellitus,501
2214,372912,Visual discomfort,501
2215,381581,Chalazion,500
2216,4212887,Disorder of rotator cuff,500
2217,196163,Cervicitis and endocervicitis,500
2218,199863,Primary bacterial peritonitis,500
2219,4279681,Hepatosplenomegaly,499
2220,28385,Disorder of posterior pituitary,499
2221,440409,Disorder of orbit proper,498
2222,438983,Malignant melanoma of skin of upper limb,498
2223,30683,Hemoglobin SS disease without crisis,497
2224,192367,Dysplasia of cervix,497
2225,37018982,Benign localized prostatic hyperplasia without outflow obstruction,497
2226,439524,Achilles bursitis,497
2227,4095018,Malignant neoplasm of connective and soft tissue of abdomen,497
2228,435753,Malignant lymphoma of intrathoracic lymph nodes,497
2229,4309525,Cyst of nasal sinus,495
2230,81723,Contusion of hand,495
2231,4302954,Disorder characterized by eosinophilia,494
2232,37396808,Cancer-related fatigue,493
2233,132572,Chronic myeloid leukemia in remission,492
2234,194913,Idiopathic peripheral autonomic neuropathy,492
2235,78228,Joint derangement,492
2236,319016,Retinal lattice degeneration,491
2237,44782819,Chronic occlusion of artery of extremity,491
2238,201901,Abscess of liver,490
2239,436348,Primary malignant neoplasm of anal canal,490
2240,137967,"Muscle, ligament and fascia disorders",489
2241,192855,Cancer in situ of urinary bladder,489
2242,36717169,Fracture of first lumbar vertebra,489
2243,200762,Autoimmune hepatitis,489
2244,4003487,Renal agenesis,489
2245,200680,Neoplasm of bladder,489
2246,45757235,Dental caries on smooth surface penetrating into pulp,488
2247,4052648,Disability,488
2248,4042503,Disorder of upper extremity,488
2249,4185356,Kyphosis of thoracic spine,488
2250,138225,Disorder of sebaceous gland,488
2251,4265485,Bacteriuria,488
2252,443740,Corneal endothelial dystrophy,488
2253,74194,Sprain of spinal ligament,487
2254,4025677,Single episode of major depression in full remission,487
2255,133444,Thyroiditis,487
2256,75128,Injury of chest wall,487
2257,43530645,Functional quadriplegia,485
2258,198101,Lipoma of skin and subcutaneous tissue,485
2259,40481091,Partial edentulism,485
2260,198104,Primary malignant neoplasm of adrenal gland,484
2261,197332,Incomplete uterovaginal prolapse,484
2262,44782447,Pressure ulcer of hip,483
2263,4076026,Localized chondromalacia,483
2264,440853,Closed fracture of surgical neck of humerus,483
2265,197605,Inflammatory disorder of male genital organ,483
2266,372610,Postconcussion syndrome,482
2267,4295336,Left anterior fascicular block,482
2268,4055870,"Superficial injury of lower limb, excluding foot",482
2269,442131,Primary malignant neoplasm of head,482
2270,260130,Bilateral partial vocal cord paralysis,481
2271,4117686,Rheumatoid arthritis of multiple joints,481
2272,4155040,Laceration of lower leg,481
2273,432417,Acquired hallux malleus,480
2274,4210746,Localized amyloidosis,480
2275,4216894,Precipitous drop in hematocrit,480
2276,436954,Drug abuse,479
2277,4143972,Raynaud's phenomenon,479
2278,438130,Opioid abuse,479
2279,80187,Medial epicondylitis,479
2280,4308093,Dupuytren's disease of palm,478
2281,4065997,Cellulitis of face,478
2282,377574,Presbycusis,477
2283,4135466,Hemothorax,476
2284,380701,Diffuse Lewy body disease,475
2285,45770891,Allergic contact dermatitis caused by plant material,475
2286,4085877,Persistent hematuria,475
2287,440374,Obsessive-compulsive disorder,474
2288,4132434,"Gestation period, 8 weeks",474
2289,4219643,Muscle fasciculation,474
2290,4317685,Neoplasm of uncertain behavior of respiratory tract,474
2291,4340367,Postoperative intestinal obstruction,474
2292,316356,Hodgkin's disease of lymph nodes of multiple sites,474
2293,136661,Non-toxic nodular goiter,473
2294,141816,Acute lymphoid leukemia in remission,472
2295,443677,Open wound of knee and/or leg and/or ankle,472
2296,37018672,Malignant poorly differentiated neuroendocrine carcinoma,472
2297,194847,Mechanical complication due to urethral indwelling catheter,472
2298,4002356,"Diffuse non-Hodgkin's lymphoma, small cell",472
2299,4117881,Elbow joint effusion,471
2300,433423,Primary malignant neoplasm of pancreatic duct,470
2301,75389,Current tear of lateral cartilage AND/OR meniscus of knee,470
2302,439120,Aseptic necrosis of head AND/OR neck of femur,469
2303,376965,Hypertensive retinopathy,469
2304,4130372,Congenital anomaly of intestinal tract,469
2305,4222876,Gangrene due to type 2 diabetes mellitus,467
2306,43020938,Adjustment insomnia,467
2307,4167328,Pyuria,466
2308,78987,Secondary malignant neoplasm of urinary system,466
2309,377274,Nonsenile cataract,464
2310,4090272,Anuria,464
2311,40486631,Sepsis due to anaerobic bacteria,463
2312,4285717,SLE glomerulonephritis syndrome,463
2313,4273632,Right ventricular failure,463
2314,200450,Disorder of urethra,462
2315,134870,Pityriasis versicolor,462
2316,438329,Late effect of motor vehicle accident,461
2317,36717286,Intermittent claudication of left lower limb co-occurrent and due to atherosclerosis,461
2318,764595,Lump in upper inner quadrant of left breast,461
2319,37109301,Benign neoplasm of left choroid,461
2320,199913,Acquired deformity of ankle AND/OR foot,460
2321,4290976,Temporal arteritis,460
2322,4056585,"Superficial injury to head, excluding eye",460
2323,40480068,Drug-induced hyperglycemia,459
2324,4167102,Laceration of finger,459
2325,432508,"Mechanical complication of nervous system device, implant AND/OR graft",459
2326,197506,Malignant neoplasm of abdomen,458
2327,4005743,Female sterility,457
2328,72711,Shoulder stiff,457
2329,4003185,Refractory anemia,457
2330,435484,Primary malignant neoplasm of trigone of urinary bladder,457
2331,192242,Acute hepatitis C,457
2332,196165,Cervical intraepithelial neoplasia grade 2,455
2333,440238,Closed fracture of metatarsal bone,455
2334,377558,Irregular astigmatism,455
2335,313209,Left bundle branch hemiblock,454
2336,45772090,Dental caries on pit and fissure surface penetrating into pulp,454
2337,435119,Late effect of injury,454
2338,40492392,Closed fracture of fibula,453
2339,437222,Respiratory syncytial virus infection,453
2340,4204991,Lichen simplex chronicus,453
2341,199771,Carcinoid syndrome,453
2342,4104431,Alcohol intoxication,453
2343,444243,Neurosis,452
2344,4051140,Open wound of anterior abdominal wall,452
2345,433435,Carcinoma in situ,451
2346,4247358,Primary malignant neoplasm of soft tissues of pelvis,451
2347,381035,Vertigo of central origin,451
2348,257293,Disorder of visual pathways,451
2349,40492268,Myelodysplastic/myeloproliferative disease,450
2350,28457,Hypertrophy of tonsils,450
2351,43530681,Drug abuse in remission,450
2352,43022069,Primary central sleep apnea,449
2353,23731,Benign neoplasm of larynx,449
2354,443616,Refractory migraine without aura,449
2355,435553,Epiphora,449
2356,4090255,Retinal drusen,449
2357,79903,Effusion of joint,449
2358,436062,Benign neoplasm of duodenum,448
2359,79740,Overlapping malignant neoplasm of colon,447
2360,4143698,Streptococcus agalactiae infection,447
2361,4181187,Inflammatory disorder of head,447
2362,4312802,Secondary malignant neoplasm of bladder,447
2363,40650479,Primary malignant neoplasm of posterior wall of urinary bladder,447
2364,43531622,Ataxia as sequela of cerebrovascular disease,446
2365,380818,Acquired deformity of head,446
2366,441521,Malignant lymphoma of lymph nodes of axilla AND/OR upper limb,446
2367,45763589,High grade squamous intraepithelial lesion on cervical Papanicolaou smear,446
2368,435723,Wound seroma,445
2369,4295624,Squamous cell carcinoma of skin of ear,445
2370,46274035,Pneumonia due to methicillin susceptible Staphylococcus aureus,445
2371,441334,Glossodynia,444
2372,4178810,Gastrointestinal complication of procedure,444
2373,4216083,Cervico-occipital neuralgia,444
2374,4171394,Abnormal menstrual cycle,443
2375,137785,Verruca plantaris,443
2376,80286,Prosthetic joint loosening,442
2377,377888,Conductive hearing loss,442
2378,195585,Crohn's disease of small intestine,441
2379,44782715,Chronic peripheral venous hypertension with lower extremity complication,441
2380,137016,Retained dental root,440
2381,4310400,Acute appendicitis,440
2382,4003693,Overlapping malignant neoplasm of brain,440
2383,4263576,Abdominal wind pain,439
2384,134304,Benign neoplasm of parathyroid gland,439
2385,4273250,Abscess of buttock,438
2386,75897,Polyarthropathy,438
2387,375527,Headache disorder,437
2388,252280,Neoplasm of respiratory tract,437
2389,199860,Hernia of abdominal cavity,437
2390,4033839,Melanocytic nevus of upper limb,437
2391,4118989,"Malignant tumor of soft tissue of head, face and neck",436
2392,434348,Acute and subacute iridocyclitis,436
2393,73673,Disorder of prosthetic joint,435
2394,4293175,"Mental state, behavior and/or psychosocial function finding",434
2395,376977,Heteronymous bilateral visual field defects,434
2396,435655,"Gestation period, 39 weeks",433
2397,137856,Atypical facial pain,433
2398,441428,Closed fracture of lateral malleolus,433
2399,433149,Primary malignant neoplasm of cerebellum,433
2400,134579,Primary malignant neoplasm of buccal mucosa,433
2401,4181744,Discharge from nipple,432
2402,433991,Recurrent major depression in remission,432
2403,4264766,Cocaine-induced organic mental disorder,431
2404,137077,Chronic osteomyelitis of ankle and/or foot,431
2405,137800,Primary malignant neoplasm of maxillary sinus,430
2406,4156114,Primary malignant neoplasm of border of tongue,429
2407,77650,Aseptic necrosis of bone,429
2408,40480217,Atrophy of skeletal muscle of pelvis,428
2409,36715575,Hypopituitarism following procedure,428
2410,4077081,Superficial mycosis,428
2411,45757468,Vomiting without nausea,427
2412,36712806,Intermittent claudication of right lower limb co-occurrent and due to atherosclerosis,427
2413,193530,Follicular cyst of ovary,427
2414,381537,Organic anxiety disorder,427
2415,27321,Persistent vomiting,426
2416,443327,Rectal abscess,426
2417,30365,Panhypopituitarism,426
2418,43530818,Superficial incisional surgical site infection,425
2419,73302,Curvature of spine,425
2420,42537251,Polyp of nasal cavity and/or nasal sinus,425
2421,196157,Induratio penis plastica,425
2422,375824,Abnormal auditory perception,425
2423,40479260,Chondrocalcinosis of knee joint,424
2424,23653,Foreign body in esophagus,424
2425,375393,Laceration of skin of eyelid AND periocular area,424
2426,438543,"Gestation period, 36 weeks",424
2427,4128827,Voice production finding,424
2428,134442,Systemic sclerosis,423
2429,78771,Labyrinthine dysfunction,422
2430,78605,Contusion of elbow,422
